Chidamber-Kemerer metrics,Thu, 6 Nov 2025 21:43:55 WET
Class,CBO,DIT,LCOM,NOC,RFC,WMC
mindustry.world.blocks.power.ConsumeGenerator.ConsumeGeneratorBuild,16,3,1,1,26,16
mindustry.world.blocks.power.HeaterGenerator,15,9,2,1,12,4
mindustry.world.blocks.power.HeaterGenerator.HeaterGeneratorBuild,6,4,1,0,12,5
mindustry.world.blocks.power.ImpactReactor,22,8,2,1,17,4
mindustry.world.blocks.power.ImpactReactor.ImpactReactorBuild,9,3,1,0,20,12
mindustry.world.blocks.power.LightBlock,11,5,2,1,14,6
mindustry.world.blocks.power.LightBlock.LightBuild,15,2,2,0,37,16
mindustry.world.blocks.power.LongPowerNode,5,7,1,1,8,2
mindustry.world.blocks.power.LongPowerNode.LongPowerNodeBuild,6,3,1,0,9,4
mindustry.world.blocks.power.NuclearReactor,17,8,2,1,12,4
mindustry.world.blocks.power.NuclearReactor.NuclearReactorBuild,14,3,1,0,40,15
mindustry.world.blocks.power.PowerBlock,7,5,0,5,2,1
mindustry.world.blocks.power.PowerDiode,12,5,2,1,16,6
mindustry.world.blocks.power.PowerDiode.PowerDiodeBuild,6,2,2,0,11,6
mindustry.world.blocks.power.PowerDistributor,5,6,0,2,2,1
mindustry.world.blocks.power.PowerGenerator,32,7,4,7,23,9
mindustry.world.blocks.power.PowerGenerator.GeneratorBuild,24,2,3,6,28,20
mindustry.world.blocks.power.PowerGraph,21,1,2,0,63,85
mindustry.world.blocks.power.PowerNode,35,6,1,5,110,54
mindustry.world.blocks.power.PowerNode.PowerNodeBuild,17,2,1,2,50,28
mindustry.world.blocks.power.SolarGenerator,7,8,1,2,7,2
mindustry.world.blocks.power.SolarGenerator.SolarGeneratorBuild,7,3,1,0,3,3
mindustry.world.blocks.power.ThermalGenerator,17,8,1,2,23,9
mindustry.world.blocks.power.ThermalGenerator.ThermalGeneratorBuild,11,3,1,0,20,8
mindustry.world.blocks.power.VariableReactor,18,8,1,1,15,3
mindustry.world.blocks.power.VariableReactor.VariableReactorBuild,9,3,1,0,31,18
mindustry.world.blocks.production.AttributeCrafter,14,6,1,3,21,8
mindustry.world.blocks.production.AttributeCrafter.AttributeCrafterBuild,8,3,1,0,11,6
mindustry.world.blocks.production.BeamDrill,27,5,4,2,56,28
mindustry.world.blocks.production.BeamDrill.BeamDrillBuild,11,2,2,0,72,38
mindustry.world.blocks.production.BurstDrill,15,6,3,2,14,5
mindustry.world.blocks.production.BurstDrill.BurstDrillBuild,11,3,2,0,39,18
mindustry.world.blocks.production.Drill,35,5,2,5,70,33
mindustry.world.blocks.production.Drill.DrillBuild,11,2,3,1,50,31
mindustry.world.blocks.production.Fracker,11,8,1,1,5,2
mindustry.world.blocks.production.Fracker.FrackerBuild,5,5,1,0,6,3
mindustry.world.blocks.production.GenericCrafter,28,5,2,21,33,29
mindustry.world.blocks.production.GenericCrafter.GenericCrafterBuild,16,2,2,3,41,46
mindustry.world.blocks.production.HeatCrafter,11,6,1,5,11,3
mindustry.world.blocks.production.HeatCrafter.HeatCrafterBuild,6,3,1,0,10,5
mindustry.world.blocks.production.Incinerator,5,5,0,1,3,1
mindustry.world.blocks.production.Incinerator.IncineratorBuild,7,2,1,0,18,12
mindustry.world.blocks.production.ItemIncinerator,5,5,1,1,3,2
mindustry.world.blocks.production.ItemIncinerator.ItemIncineratorBuild,10,2,3,0,13,10
mindustry.world.blocks.production.Pump,24,6,3,5,27,17
mindustry.world.blocks.production.Pump.PumpBuild,13,3,2,1,27,20
mindustry.world.blocks.production.Separator,16,5,3,2,19,8
mindustry.world.blocks.production.Separator.SeparatorBuild,11,2,4,0,36,25
mindustry.world.blocks.production.SingleBlockProducer,5,7,0,0,2,1
mindustry.world.blocks.production.SingleBlockProducer.SingleBlockProducerBuild,4,4,1,0,1,1
mindustry.world.blocks.production.SolidPump,24,7,3,2,28,13
mindustry.world.blocks.production.SolidPump.SolidPumpBuild,16,4,2,1,28,12
mindustry.world.blocks.production.WallCrafter,27,5,4,2,41,18
mindustry.world.blocks.production.WallCrafter.WallCrafterBuild,10,2,1,0,27,12
mindustry.world.blocks.sandbox.ItemSource,13,5,5,1,15,6
mindustry.world.blocks.sandbox.ItemSource.ItemSourceBuild,10,2,2,0,26,12
mindustry.world.blocks.sandbox.ItemVoid,4,5,0,1,2,1
mindustry.world.blocks.sandbox.ItemVoid.ItemVoidBuild,4,2,2,0,4,3
mindustry.world.blocks.sandbox.LiquidSource,9,5,3,1,10,4
mindustry.world.blocks.sandbox.LiquidSource.LiquidSourceBuild,11,2,2,0,24,13
mindustry.world.blocks.sandbox.LiquidVoid,5,5,1,1,5,2
mindustry.world.blocks.sandbox.LiquidVoid.LiquidVoidBuild,4,2,2,0,6,3
mindustry.world.blocks.sandbox.PowerSource,6,7,0,1,2,1
mindustry.world.blocks.sandbox.PowerSource.PowerSourceBuild,4,3,1,0,4,4
mindustry.world.blocks.sandbox.PowerVoid,7,6,1,1,6,2
mindustry.world.blocks.storage.CoreBlock,71,6,1,6,84,31
mindustry.world.blocks.storage.CoreBlock.CoreBuild,70,2,9,0,176,108
mindustry.world.blocks.storage.StorageBlock,16,5,2,5,10,5
mindustry.world.blocks.storage.StorageBlock.StorageBuild,15,2,1,0,25,22
mindustry.world.blocks.storage.Unloader,13,5,4,1,16,5
mindustry.world.blocks.storage.Unloader.ContainerStat,3,1,1,0,1,1
mindustry.world.blocks.storage.Unloader.UnloaderBuild,13,2,2,0,45,35
mindustry.world.blocks.units.DroneCenter,7,5,1,0,4,2
mindustry.world.blocks.units.DroneCenter.DroneCenterBuild,23,2,1,0,37,18
mindustry.world.blocks.units.DroneCenter.EffectDroneAI,8,2,1,0,6,5
mindustry.world.blocks.units.Reconstructor,36,7,3,8,55,15
mindustry.world.blocks.units.Reconstructor.ReconstructorBuild,33,4,3,0,90,54
mindustry.world.blocks.units.RepairTower,11,5,1,1,10,3
mindustry.world.blocks.units.RepairTower.RepairTowerBuild,11,2,1,0,26,14
mindustry.world.blocks.units.RepairTurret,25,5,3,2,52,12
mindustry.world.blocks.units.RepairTurret.RepairPointBuild,15,2,3,0,39,19
mindustry.world.blocks.units.UnitAssembler,45,6,3,3,87,39
mindustry.world.blocks.units.UnitAssembler.AssemblerUnitPlan,8,1,0,0,2,2
mindustry.world.blocks.units.UnitAssembler.UnitAssemblerBuild,50,3,2,0,163,72
mindustry.world.blocks.units.UnitAssembler.YeetData,4,1,0,0,1,1
mindustry.world.blocks.units.UnitAssemblerModule,16,6,3,1,20,9
mindustry.world.blocks.units.UnitAssemblerModule.UnitAssemblerModuleBuild,14,3,2,0,22,16
mindustry.world.blocks.units.UnitBlock,9,6,1,2,4,3
mindustry.world.blocks.units.UnitBlock.UnitBuild,9,3,1,2,4,3
mindustry.world.blocks.units.UnitCargoLoader,20,5,3,1,23,10
mindustry.world.blocks.units.UnitCargoLoader.UnitTransportSourceBuild,24,2,2,0,34,20
mindustry.world.blocks.units.UnitCargoUnloadPoint,5,5,0,1,5,1
mindustry.world.blocks.units.UnitCargoUnloadPoint.UnitCargoUnloadPointBuild,12,2,1,0,27,13
mindustry.world.blocks.units.UnitFactory,38,7,3,6,65,30
mindustry.world.blocks.units.UnitFactory.UnitFactoryBuild,33,4,3,0,117,52
mindustry.world.blocks.units.UnitFactory.UnitPlan,7,1,0,0,2,2
mindustry.world.consumers.Consume,45,1,10,10,11,11
mindustry.world.consumers.ConsumeCoolant,9,4,0,0,3,3
mindustry.world.consumers.ConsumeItemCharged,5,4,1,0,3,3
mindustry.world.consumers.ConsumeItemDynamic,12,2,2,0,22,11
mindustry.world.consumers.ConsumeItemEfficiency,12,3,1,4,6,4
mindustry.world.consumers.ConsumeItemExplode,14,3,6,0,16,10
mindustry.world.consumers.ConsumeItemExplosive,5,4,1,0,3,3
mindustry.world.consumers.ConsumeItemFilter,25,2,2,4,26,17
mindustry.world.consumers.ConsumeItemFlammable,7,4,1,0,3,3
mindustry.world.consumers.ConsumeItemList,6,3,1,0,9,6
mindustry.world.consumers.ConsumeItemRadioactive,6,4,1,0,3,3
mindustry.world.consumers.ConsumeItems,21,2,1,0,23,14
mindustry.world.consumers.ConsumeLiquid,18,3,1,1,22,10
mindustry.world.consumers.ConsumeLiquidBase,21,2,2,2,4,3
mindustry.world.consumers.ConsumeLiquidFilter,21,3,1,4,32,19
mindustry.world.consumers.ConsumeLiquidFlammable,10,4,1,0,7,6
mindustry.world.consumers.ConsumeLiquids,14,2,1,0,22,14
mindustry.world.consumers.ConsumeLiquidsDynamic,10,2,2,0,20,12
mindustry.world.consumers.ConsumePayloadDynamic,10,2,2,0,21,12
mindustry.world.consumers.ConsumePayloadFilter,14,2,2,1,26,10
mindustry.world.consumers.ConsumePayloads,11,2,1,0,21,11
mindustry.world.consumers.ConsumePower,22,2,2,2,9,11
mindustry.world.consumers.ConsumePowerCondition,4,3,1,0,4,3
mindustry.world.consumers.ConsumePowerDynamic,7,3,2,0,7,5
mindustry.world.draw.DrawArcSmelt,4,2,1,0,17,5
mindustry.world.draw.DrawBlock,58,1,7,33,11,12
mindustry.world.draw.DrawBlurSpin,7,2,1,1,9,6
mindustry.world.draw.DrawBubbles,4,2,1,1,14,7
mindustry.world.draw.DrawCells,7,2,1,1,15,5
mindustry.world.draw.DrawCircles,4,2,1,2,10,5
mindustry.world.draw.DrawCrucibleFlame,4,2,1,0,19,3
mindustry.world.draw.DrawCultivator,7,2,1,0,14,4
mindustry.world.draw.DrawDefault,17,2,2,0,6,3
mindustry.world.draw.DrawFade,6,2,1,0,9,2
mindustry.world.draw.DrawFlame,9,2,1,1,20,6
mindustry.world.draw.DrawFrames,5,2,1,0,7,5
mindustry.world.draw.DrawGlowRegion,7,2,1,7,20,9
mindustry.world.draw.DrawHeatInput,9,2,2,0,16,8
mindustry.world.draw.DrawHeatOutput,11,2,1,0,24,10
mindustry.world.draw.DrawHeatRegion,8,2,1,3,17,7
mindustry.world.draw.DrawLiquidOutputs,10,2,1,0,8,16
mindustry.world.draw.DrawLiquidRegion,9,2,1,1,9,6
mindustry.world.draw.DrawLiquidTile,8,2,1,1,8,10
mindustry.world.draw.DrawMulti,12,2,1,0,18,15
mindustry.world.draw.DrawMultiWeave,6,2,1,1,16,5
mindustry.world.draw.DrawParticles,4,2,1,2,17,5
mindustry.world.draw.DrawPistons,7,2,1,3,16,9
mindustry.world.draw.DrawPlasma,8,3,1,0,19,5
mindustry.world.draw.DrawPower,9,2,1,1,18,12
mindustry.world.draw.DrawPulseShape,7,2,1,1,18,7
mindustry.world.draw.DrawPumpLiquid,10,2,1,0,5,3
mindustry.world.draw.DrawRegion,10,2,1,3,17,16
mindustry.world.draw.DrawShape,5,2,1,1,9,3
mindustry.world.draw.DrawSideRegion,6,2,1,0,9,6
mindustry.world.draw.DrawSoftParticles,5,2,1,1,20,4
mindustry.world.draw.DrawSpikes,4,2,1,1,10,5
mindustry.world.draw.DrawTurret,20,2,1,13,40,26
mindustry.world.draw.DrawWarmupRegion,7,2,2,0,12,3
mindustry.world.draw.DrawWeave,8,2,1,0,12,3
mindustry.world.meta.Attribute,24,1,2,0,13,7
mindustry.world.meta.BlockFlag,40,n/a,2,n/a,2,0
mindustry.world.meta.BlockGroup,47,n/a,2,n/a,4,2
mindustry.world.meta.BlockStatus,9,n/a,2,n/a,4,1
mindustry.world.meta.BuildVisibility,19,1,1,0,8,2
mindustry.world.meta.Env,66,1,0,0,0,0
mindustry.world.meta.Stat,94,1,2,0,9,5
mindustry.world.meta.StatCat,3,1,2,0,7,4
mindustry.world.meta.StatUnit,65,1,1,0,6,5
mindustry.world.meta.StatValue,n/a,n/a,n/a,n/a,1,n/a
mindustry.world.meta.StatValues,67,1,4,0,167,176
mindustry.world.meta.Stats,102,1,1,0,37,25
mindustry.world.modules.BlockModule,6,1,2,3,3,2
mindustry.world.modules.ItemModule,95,2,3,0,76,88
mindustry.world.modules.ItemModule.ItemCalculator,n/a,n/a,n/a,n/a,1,n/a
mindustry.world.modules.ItemModule.ItemConsumer,n/a,n/a,n/a,n/a,1,n/a
mindustry.world.modules.LiquidModule,58,2,1,0,40,43
mindustry.world.modules.LiquidModule.LiquidCalculator,n/a,n/a,n/a,n/a,1,n/a
mindustry.world.modules.LiquidModule.LiquidConsumer,n/a,n/a,n/a,n/a,1,n/a
mindustry.world.modules.PowerModule,31,2,1,0,15,5
power.ConsumeGeneratorTests,20,2,1,0,28,15
power.ConsumeGeneratorTests.InputType,1,n/a,2,n/a,2,0
power.DirectConsumerTests,10,2,1,0,15,4
power.PowerTestFixture,20,1,3,3,21,9
power.PowerTests,3,2,1,0,1,1
power.PowerTests.PowerGraphTests,8,1,1,0,22,11

